citationID,citationName,citedReferences
e0f7ce57821297ecf7a02325fe3427d57ae2b1fe,Hand Gesture Recognition Using Gaussian Threshold and Different SVM Kernels,7633a0a9d7b07d89d28199bc96f474043633d7b9
4d91f85bd7ff3a1c0823d4cfabbec59b5e67bb34,Hand gesture recognition using shape and texture evidences in complex background,2a63c0ae8cb411040a29ad85f2d009a17bf5a9a2
9455c5b984c62750c2ff93486a69df4ae7397b38,An Intelligent Discovery and Error Correction Algorithm for Misunderstanding Gesture Based on Probabilistic Statistics Model,62dafa3fcc75a8900349789de1edf30eb67e895a$$@$$2a63c0ae8cb411040a29ad85f2d009a17bf5a9a2
