citationID,citationName,citedReferences
3a52a287796a03183c6d4e7c28704d9e1ec94799,RETRACTED ARTICLE: A survey on human–computer interaction technologies and techniques,7633a0a9d7b07d89d28199bc96f474043633d7b9
2f7e92c19bd99683aff52d01708395cb6c709fcb,Recent methods in vision-based hand gesture recognition,9abbc4cd4214e9c58a9ad903e7722d9b44551ebf$$@$$fc40122ae243934c06ce86473c77456ed266f474$$@$$c5b85b787bc1dbba2821599204ee4d481c0f0fc5$$@$$2a63c0ae8cb411040a29ad85f2d009a17bf5a9a2$$@$$7633a0a9d7b07d89d28199bc96f474043633d7b9$$@$$62dafa3fcc75a8900349789de1edf30eb67e895a$$@$$4fbf0c06761428cecd6ab8cca1448ca25f7d0044$$@$$14e0fa1f7b55ce4ec742f7d6f38214b620e5daf0$$@$$fa579dfcf9547a0d17679ae356591fd26cf584ec$$@$$532589aaf88132e95d803eaffa97a439aa76c765
2aef720e89354a6b27c9719ee1ce0bf161420300,Visual interpretation of hand postures for human-machine interaction. (Interprétation visuelle de gestes pour l'interaction homme-machine),62dafa3fcc75a8900349789de1edf30eb67e895a$$@$$2a63c0ae8cb411040a29ad85f2d009a17bf5a9a2$$@$$532589aaf88132e95d803eaffa97a439aa76c765
0fa9e7e240def86991f3adfae0bf8c377be0eea5,"RETRACTED ARTICLE: Feature extraction and
 ML techniques for static gesture recognition",505148e76e7ac2d19cccc4f8d21906146b838678$$@$$fc40122ae243934c06ce86473c77456ed266f474$$@$$c5b85b787bc1dbba2821599204ee4d481c0f0fc5$$@$$2a63c0ae8cb411040a29ad85f2d009a17bf5a9a2$$@$$7633a0a9d7b07d89d28199bc96f474043633d7b9$$@$$4fbf0c06761428cecd6ab8cca1448ca25f7d0044$$@$$14e0fa1f7b55ce4ec742f7d6f38214b620e5daf0
a2d3760a8e105eceaf8e45b8149f1b9832adddec,RETRACTED ARTICLE: Human–computer interaction using vision-based hand gesture recognition systems: a survey,7633a0a9d7b07d89d28199bc96f474043633d7b9
c4a41a2f87ca244548622bda20f29de8606cded2,Hand posture and gesture recognition technology,505148e76e7ac2d19cccc4f8d21906146b838678$$@$$fc40122ae243934c06ce86473c77456ed266f474$$@$$c5b85b787bc1dbba2821599204ee4d481c0f0fc5$$@$$62dafa3fcc75a8900349789de1edf30eb67e895a$$@$$4a268a36443c3fa0fe0d97f873757bd87e0bd1a4
b46312d2cc0a44c5e946a2cfaeb91f45631e11a0,A biometric authentication model using hand gesture images,1787964ffa1a814f7584da478a34c39f05ac998a
